Cook_hour,AutoCook_freq,SelfCook_freq,Micro_freq,Oven_freq,Others_freq,Spring_freq,Summer_freq,Fall_freq,Winter_freq,bfB_freq,Breakfast_freq,Lunch_freq,Dinner_freq,afD_freq,Preheat_freq,Clean_freq,Cancle_freq,Restart_freq,MenuSpectrum,ModeSpectrum,Cook_menu,Micro_t,Oven_t,MenuFreq,S1,S2,recent_ct,time,Y
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,36.67567567567568,974.7037037037036,5,0,30,480,18,174
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,36.65768194070081,974.7037037037036,17,0,1020,720,19,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,36.65768194070081,974.7037037037036,2,0,420,720,12,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,36.53439153439153,974.7037037037036,18,0,60,420,13,450
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,36.517150395778366,974.7037037037036,3,0,480,720,19,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,36.517150395778366,982.75,9,0,720,720,19,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,36.517150395778366,982.75,10,0,720,480,19,1061
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,36.4490861618799,982.75,4,0,120,480,19,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,36.44329896907217,982.75,3,0,960,720,19,1080
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,36.39386189258312,982.75,6,0,30,0,13,309
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,37.270408163265316,982.75,8,0,309,0,18,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.196969696969695,982.75,3,0,30,0,14,570
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,37.107231920199496,976.2333333333332,4,0,90,309,12,1740
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,37.107231920199496,976.2333333333332,5,0,90,228,12,1440
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.107231920199496,976.2333333333332,4,0,90,309,13,600
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,37.107231920199496,976.2333333333332,5,0,3780,228,18,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,37.089552238805965,976.2333333333332,6,0,990,228,12,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,37.647058823529406,996.032258064516,6,0,30,309,12,1590
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,37.628361858190715,981.78125,4,0,2160,309,18,1080
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,37.628361858190715,981.78125,7,0,2160,228,18,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,37.44630071599045,998.1470588235294,11,0,1395,0,18,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,37.410926365795724,998.1470588235294,1,0,690,174,12,1080
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,37.39336492890995,998.1470588235294,5,0,1110,309,20,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,37.39336492890995,998.1470588235294,6,0,1110,309,20,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,37.39336492890995,998.1470588235294,5,0,1440,243,18,1080
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,37.34117647058824,998.1470588235294,7,0,30,300,15,309
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,37.27272727272727,998.1470588235294,8,0,720,201,20,275
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,37.25581395348837,998.1470588235294,2,0,30,309,13,1040
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,37.126696832579185,998.1470588235294,19,0,90,228,18,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,37.11060948081264,998.1470588235294,3,0,90,275,19,930
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,37.094594594594604,1027.9142857142858,7,0,30,275,12,2040
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.078651685393254,1027.9142857142858,5,0,450,0,13,570
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,37.847533632287,1027.9142857142858,9,0,570,2040,9,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.559395248380135,1032.6944444444443,6,0,30,2040,15,600
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.559395248380135,1032.6944444444443,7,0,30,1890,15,515
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,37.47863247863248,1032.6944444444443,20,0,60,2040,12,450
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.46268656716418,1032.6944444444443,8,0,60,2040,13,570
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,13,37.352941176470594,1032.6944444444443,1,0,60,2040,19,1500
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,38.054393305439326,1032.6944444444443,10,0,1530,2040,9,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,37.987551867219906,1032.6944444444443,21,0,60,2040,18,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,37.90554414784394,1032.6944444444443,8,0,30,2040,17,1110
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.77777777777778,1032.6944444444443,9,0,30,275,14,600
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,38.43373493975904,1032.6944444444443,11,0,30,2040,12,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,38.187134502923975,1032.6944444444443,12,0,90,309,10,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,38.1081081081081,1029.7567567567567,12,0,60,309,18,924
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,37.96963946869071,1029.7567567567567,6,0,540,0,18,1080
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,37.87992495309568,1029.7567567567567,10,0,30,2040,13,570
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,37.87992495309568,1034.2368421052631,13,0,570,2040,18,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,38.972477064220186,1034.2368421052631,13,0,30,2040,13,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,38.92335766423358,1048.4871794871794,8,0,60,2040,8,1590
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,38.92335766423358,1048.4871794871794,11,0,1590,2040,14,570
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,38.810810810810814,1048.4871794871794,22,0,30,2040,12,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,38.779174147217226,1026.775,23,0,60,1740,13,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,38.685612788632326,1026.775,24,0,30,2040,12,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,38.685612788632326,1026.775,25,1,540,1740,18,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,38.685612788632326,1026.775,26,1,540,2040,19,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.257950530035345,1026.775,14,0,30,1590,9,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,39.16083916083916,1026.775,9,0,30,2040,19,1110
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,39.16083916083916,1026.775,9,0,1110,2040,20,275
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.6545768566494,1026.775,15,0,180,1440,19,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.93103448275862,1026.775,16,0,180,1440,19,200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.795918367346935,1031.0,14,0,30,2040,9,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.77928692699491,1031.0,8,0,30,2040,19,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.75247524752475,1035.0238095238096,15,0,30,2040,18,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.75247524752475,1027.6511627906978,16,0,30,2040,19,718
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,40.0805152979066,1027.6511627906978,17,0,90,2040,5,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,40.09630818619583,1027.6511627906978,4,0,60,2040,20,945
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.87441130298273,1023.75,17,0,30,2040,19,856
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,39.3984962406015,1023.75,5,0,30,2040,19,960
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.328358208955216,1027.6666666666667,18,0,60,2040,18,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.328358208955216,1027.6666666666667,19,0,60,2040,18,718
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.28677563150074,1027.6666666666667,9,0,30,2040,18,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.27299703264095,1027.6666666666667,10,0,30,2040,19,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.72017673048601,1027.6666666666667,18,0,60,2040,18,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.64028776978417,1027.6666666666667,27,0,60,2040,18,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.64028776978417,1027.6666666666667,28,1,480,2040,20,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.57142857142857,1027.6666666666667,29,0,90,0,19,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,39.50564971751413,1027.6666666666667,7,0,30,150,20,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,39.478873239436616,1027.6666666666667,10,0,30,2040,18,275
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.452247191011246,1027.6666666666667,11,0,30,2040,11,900
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.39944134078213,1027.6666666666667,12,0,30,0,19,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,39.282758620689656,1043.1521739130437,9,0,60,832,12,1740
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.282758620689656,1046.4893617021278,20,0,1740,832,19,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.26997245179064,1046.4893617021278,21,0,1740,0,20,718
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.26997245179064,1046.4893617021278,13,0,1948,755,8,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.25722145804677,1046.4893617021278,30,0,30,900,10,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.15646258503402,1046.4893617021278,31,0,180,0,19,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,38.84362680683312,1049.6875,22,0,30,1260,18,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,38.84362680683312,1049.9183673469388,23,0,30,0,19,1061
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.24281984334203,1036.12,19,0,390,0,9,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,39.230769230769226,1046.9803921568628,10,0,410,600,11,1590
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.159120310478656,1046.9803921568628,14,0,60,0,19,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.159120310478656,1046.9803921568628,15,0,60,1440,19,900
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.13548387096774,1046.9803921568628,16,0,60,1590,12,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.13548387096774,1046.9803921568628,17,0,60,0,12,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.12371134020619,1046.9803921568628,18,0,60,1440,13,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,39.042145593869726,1046.9803921568628,10,0,60,1260,12,1110
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,38.86107634543179,1046.9803921568628,19,0,60,0,12,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,38.784119106699755,1046.9803921568628,20,0,30,780,8,900
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,38.784119106699755,1046.9803921568628,3,0,960,900,19,750
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,38.751545117428925,1046.9803921568628,4,0,30,900,18,870
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,38.74074074074074,1046.9803921568628,5,0,30,900,18,690
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,38.7192118226601,1046.9803921568628,8,0,60,780,19,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.12776412776414,1046.9803921568628,20,0,30,0,7,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.116564417177905,1046.9803921568628,32,0,410,780,12,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,39.116564417177905,1046.9803921568628,6,0,480,1590,19,870
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,39.116564417177905,1046.9803921568628,7,0,480,1890,19,690
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.4993894993895,1046.9803921568628,21,0,30,1440,11,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,39.487804878048784,1046.9803921568628,7,0,410,2040,19,900
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.487804878048784,1049.923076923077,24,0,900,0,18,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,39.476248477466505,1049.923076923077,9,0,30,1440,12,720
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.842615012106535,1036.9056603773586,22,0,30,2040,12,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.83071342200726,1036.9056603773586,23,0,30,780,8,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.81884057971015,1036.9056603773586,33,0,30,780,12,450
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,39.81884057971015,1036.9056603773586,6,0,450,780,19,960
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,39.81884057971015,1036.9056603773586,7,0,450,780,19,960
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.81884057971015,1036.9056603773586,24,0,1920,2040,11,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,39.75990396158464,1036.9056603773586,8,0,90,0,20,1040
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,39.73652694610779,1036.9056603773586,8,0,30,0,18,870
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.644128113879006,1036.9056603773586,34,0,120,780,12,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,25,39.62130177514793,1036.9056603773586,9,0,120,0,12,945
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,39.609929078014176,1036.9056603773586,9,0,30,1590,12,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,39.609929078014176,1036.9056603773586,11,0,810,0,14,275
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,39.609929078014176,1036.9056603773586,11,0,275,0,18,930
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,39.609929078014176,1036.9056603773586,12,0,275,0,20,570
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.5872641509434,1036.9056603773586,35,0,60,855,9,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.9647473560517,1036.9056603773586,25,0,30,855,19,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.91812865497076,1036.9056603773586,36,0,30,855,20,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.90654205607477,1036.9056603773586,37,1,420,810,9,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,14,39.849012775842034,1033.537037037037,1,0,30,810,19,855
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,11,39.83758700696056,1033.537037037037,10,0,945,810,13,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,39.83758700696056,1033.537037037037,12,0,810,290,19,1110
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,39.792147806004614,1033.537037037037,8,0,30,290,18,900
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,39.792147806004614,1033.537037037037,9,0,30,200,18,840
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.76958525345622,1033.537037037037,38,0,30,200,19,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,40.05694760820045,1033.537037037037,26,0,90,0,8,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,40.03409090909091,1033.537037037037,10,0,440,832,18,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,9,40.02270147559592,1033.537037037037,11,0,440,0,19,480
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,39.91021324354658,1046.3818181818183,11,0,60,1890,11,1740
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,39.91021324354658,1046.3818181818183,12,0,60,2040,11,1440
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,39.91021324354658,1046.3818181818183,13,0,60,2040,12,1440
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,7,39.91021324354658,1046.3818181818183,14,0,60,1590,12,1440
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,39.899103139013455,1034.125,13,0,30,0,18,930
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,40.21134593993326,1034.125,27,0,60,2040,9,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,40.2,1034.125,21,0,410,2040,13,990
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,40.1212789415656,1034.125,39,0,30,1590,13,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,40.032786885245905,1034.125,40,0,90,2040,9,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,40.032786885245905,1034.125,41,1,450,780,12,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,40.032786885245905,1034.125,22,0,420,780,13,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,40.032786885245905,1034.125,23,0,420,732,14,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,40.032786885245905,1034.125,12,0,1620,0,11,275
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.77635782747604,1037.0350877192982,25,0,30,877,18,1200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,39.714285714285715,1037.0350877192982,13,0,30,201,17,275
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,14,39.673340358271865,1033.5,2,0,30,0,11,832
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.57247132429614,1035.1355932203392,26,0,480,1890,18,1130
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.512953367875646,1035.1355932203392,24,0,30,1890,19,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.49327817993795,1035.1355932203392,25,1,870,0,8,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.49327817993795,1035.1355932203392,26,1,870,1740,8,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,2,39.483471074380155,1035.1355932203392,10,0,30,1890,19,1080
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.44615384615385,1035.1355932203392,27,0,990,2040,13,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.77505112474438,1035.1355932203392,28,0,60,1890,7,380
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.735234215885946,1035.1355932203392,28,0,60,1890,12,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,39.65656565656565,1035.1355932203392,14,0,30,2040,18,1110
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,4,39.65656565656565,1035.1355932203392,15,0,30,1740,19,1080
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,39.354207436399214,1035.1355932203392,13,0,180,2040,18,570
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.3359375,1035.1355932203392,42,0,30,1740,18,420
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,10,39.32682926829269,1035.1355932203392,43,0,30,1890,19,450
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,22,39.29961089494164,1035.1355932203392,14,0,30,1890,19,275
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,18,39.272550921435496,1035.5666666666666,27,0,365,1440,12,1061
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,26,39.21890067502411,1035.5666666666666,14,0,90,0,13,630
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,39.09609895337773,1035.5666666666666,29,0,60,0,13,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,19,38.968105065666045,1035.5666666666666,1,0,30,1080,13,600
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,38.942937324602426,1035.5666666666666,30,0,30,2040,18,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,17,39.0009250693802,1035.5666666666666,29,0,90,1890,10,200
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,38.99260628465804,1035.5666666666666,31,0,30,2040,19,810
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,19,38.98430286241921,1035.5666666666666,2,0,30,1890,20,600
111.85,283,2168,2060,90,301,1739,331,381,917,906,910,635,806,95,0,4,231,126,47,14,24,38.845454545454544,1094.5806451612902,32,0,330,2040,13,810
